name,keyword,snippet
commentBlank.png,commentBlank.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/5b5f22c0e6cd68c62c24b14e86b58bc5.png"" width=""24"" aria-hidden=""true"">"
commentBlankFill.png,commentBlankFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/f46f134116c745c400faf0b392cb6c26.png"" width=""24"" aria-hidden=""true"">"
commentConvo.png,commentConvo.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/f4bbdde55842b654314e3068a3ed904c.png"" width=""24"" aria-hidden=""true"">"
commentConvoFill.png,commentConvoFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/6d992bcf19f8372dd5c8ac1a1d068d64.png"" width=""24"" aria-hidden=""true"">"
commentFilled.png,commentFilled.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/8d56dd27bc7040a2d1e116777f928dcf.png"" width=""24"" aria-hidden=""true"">"
commentFilledFill.png,commentFilledFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/5334c40ac3771615d5934f7efc16c4b3.png"" width=""24"" aria-hidden=""true"">"
commentWaiting.png,commentWaiting.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/fd441230ac28bbbc9c2d10bb7c1d0fb9.png"" width=""24"" aria-hidden=""true"">"
commentWaitingFill.png,commentWaitingFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/4a0269f65df20c71569719f3e19f8fd9.png"" width=""24"" aria-hidden=""true"">"
fileAdd.png,fileAdd.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/71a3fcc4622979ef6f58d45026a06227.png"" width=""24"" aria-hidden=""true"">"
fileAddFill.png,fileAddFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/387495df76ccbd70911fd87aa1ac6b3f.png"" width=""24"" aria-hidden=""true"">"
fileFile.png,fileFile.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/39ae1a336e1c7a2e16980731ba17acc0.png"" width=""24"" aria-hidden=""true"">"
fileFileFill.png,fileFileFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/7629435fe25cf02042ad7feebe043637.png"" width=""24"" aria-hidden=""true"">"
fileFilled.png,fileFilled.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/e89b32e3fb00167ecf14876ff29d2355.png"" width=""24"" aria-hidden=""true"">"
fileFilledFill.png,fileFilledFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/92b33c34ca1ab05fb718a153a8f30fe4.png"" width=""24"" aria-hidden=""true"">"
fileGuide.png,fileGuide.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/fadc269a5303d55a68ef03dee6517b62.png"" width=""24"" aria-hidden=""true"">"
fileGuideFill.png,fileGuideFill.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/cec21cdf9e885a17e90792dbe9178533.png"" width=""24"" aria-hidden=""true"">"
formAdd.png,formAdd.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/5ac2aed78cb9cf13caa7d982ad4cd694.png"" width=""24"" aria-hidden=""true"">"
formAddCircle.png,formAddCircle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/9df719012a475f4826151d5138b3692a.png"" width=""24"" aria-hidden=""true"">"
formAddCircleOutlined.png,formAddCircleOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/15efc7ad282e4485dc433598c9913510.png"" width=""24"" aria-hidden=""true"">"
formAddSquare.png,formAddSquare.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/5de50ae3e3b82b43557f77bbedbfecda.png"" width=""24"" aria-hidden=""true"">"
formAddSquareOutlined.png,formAddSquareOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/4093ea45f8f615c59906fee4fa11715a.png"" width=""24"" aria-hidden=""true"">"
formBlank.png,formBlank.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/54306a4655d417362a7e2b6cec6031ba.png"" width=""24"" aria-hidden=""true"">"
formCheck.png,formCheck.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/2011eb6db602e087fdc166dd186e3db0.png"" width=""24"" aria-hidden=""true"">"
formCheckCircle.png,formCheckCircle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/d70f178125fd109bf4ffc3f282639d14.png"" width=""24"" aria-hidden=""true"">"
formCheckCircleOutlined.png,formCheckCircleOutlined.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/523610e288d371dfea3856cd6195c7f7.png"" width=""24"" aria-hidden=""true"">"
formCheckSquare.png,formCheckSquare.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/2c70cc545ec3cb333dfcc60f6fac6534.png"" width=""24"" aria-hidden=""true"">"
